folder,tempo,zcr,beats,spec_centroid,rms_mode,rms_max,rms_avg,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,SpecCon0,SpecCon1,SpecCon2,SpecCon3,ton0,ton1,ton2,ton3,ton4,ton5,chr0,chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11
Lady Gaga - Hey Girl,135.99917763157896,0.07506507457386363,576,1985.8635881480832,0.2,0.6,0.19995454,-31.146824,99.21375,7.0544367,19.83044,3.0062692,10.512824,3.2693152,5.841695,0.17164731,10.859924,16.136813326612014,19.851338762792064,20.90863068698917,42.15693696702927,0.02787807999692054,0.052285584893021174,-0.05494784194002438,-0.03727048973226921,0.001062146840577171,0.011380844235727147,0.43886048,0.32740766,0.3414424,0.2910686,0.36155537,0.34366548,0.25659806,0.35531536,0.37759584,0.48036382,0.40870622,0.3771405
"Lady Gaga, Ariana Grande-Rain On Me with Ariana Grande",123.046875,0.10341875096272335,367,2378.7718106296265,0.1,0.3,0.13614297,-25.66374,80.4945,-9.564314,15.5186205,-0.9569798,8.043183,0.049270317,3.606666,-2.0132523,8.180457,15.548221559933133,18.574850728736752,19.959687585894358,40.70644718304086,0.014783038306983293,-0.10156077179791638,-0.06374745454770611,0.062410450363055425,-0.0046854183764594515,0.004344534764282379,0.30582997,0.3504014,0.26528478,0.346566,0.42390856,0.28155714,0.35990134,0.3248815,0.5571159,0.41856927,0.3287188,0.42334706
Lana Del Rey - Born To Die,86.1328125,0.08189453441014076,405,1719.810269077404,0.1,0.1,0.07324652,-110.95831,123.837135,-20.039589,25.901905,-2.97679,7.0374465,1.3376026,1.96893,3.4014294,3.11911,16.108282278591567,18.180211249981472,19.068441946122633,45.18124901733424,0.1323034738108738,0.011429590460515945,0.026219315573738262,0.05607932950923412,-0.00024127222228964638,0.0018727658423669366,0.3169768,0.2577036,0.32158247,0.30613315,0.43044415,0.28813714,0.40985805,0.44927666,0.3755864,0.45321405,0.36521754,0.45208153
Lana Del Rey - High By The Beach,129.19921875,0.049011939129100755,558,1457.4775872300413,0.1,0.5,0.16528483,-92.59733,123.3541,3.342688,30.51516,-2.363744,7.782942,0.84219664,1.3795199,5.053141,6.333057,14.985230491270913,18.06678979902913,18.651451362875957,42.81953664108213,0.11527175810006868,-0.08143037061643081,0.10451321829065968,-0.012765260808990517,0.002197713400024585,-0.02954004464488786,0.34370905,0.38208154,0.45049992,0.41316637,0.50592905,0.46160546,0.5886563,0.49199265,0.39948073,0.4027211,0.42681348,0.48991698
Lana Del Rey - Love,99.38401442307692,0.04041275733845548,463,1207.143786911624,0.3,0.5,0.2607329,-58.523586,135.68935,5.318379,32.493942,8.66268,13.929513,14.511684,1.0656748,7.9188952,0.14923482,16.536020201898104,17.822236873082947,18.8333407930421,45.067122466933625,-0.1388135314999619,0.2104260304838441,0.061509797096045475,-0.04991006718835096,0.027059508340438125,0.004087540900844416,0.42691812,0.33365813,0.37744275,0.38162607,0.32998192,0.41890782,0.31935802,0.33741146,0.2872944,0.34665605,0.47036338,0.37188655
Lana Del Rey - National Anthem,172.265625,0.07817365625464776,1279,1588.3918044177822,0.2,0.6,0.1416985,-67.26655,122.70803,-15.830887,18.370928,-1.6243092,3.2939563,-1.8136344,0.6643894,-1.9946351,0.81286407,16.131071567587423,18.65494959917203,18.692781599536566,44.70402272919224,-0.035976994400782614,0.10517886128519478,0.06517949765091238,0.004964437841236759,0.017618620237086793,0.003271782521326558,0.37426284,0.30845198,0.38295692,0.35017824,0.27819818,0.32554117,0.3198549,0.46117124,0.35215193,0.33025157,0.37361404,0.30418074
Lana Del Rey - Off To The Races,161.4990234375,0.08539803559504916,719,1938.8165540759153,0.3,0.5,0.24404275,14.984761,107.77645,-19.662468,29.63349,-3.0167599,2.4606893,7.1184287,1.4149404,1.3318336,4.4987497,15.377608575954504,18.643738506680023,20.436865747918354,43.82339305333122,0.1599497802755789,-0.01810002450979572,0.04672253202532183,0.1367423632452197,0.03401049362907174,-0.014683638479202777,0.33155122,0.28907588,0.3759104,0.37163684,0.5235258,0.36558384,0.36726245,0.34943897,0.2860245,0.35870293,0.34358752,0.48388493
Lana Del Rey - Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,129.19921875,0.10120191303411662,453,2571.340195285399,0.1,0.3,0.13777255,-30.834385,74.90676,1.4991893,17.58137,1.980672,5.822312,4.1409454,1.9297261,1.4154849,2.309837,16.08553973622979,18.1978717085603,19.561770242526077,38.041837131036324,0.010032613638510891,-0.19608765547402235,-0.06740329318351554,0.028815849482523158,0.014883392623970607,0.005434864074886226,0.367294,0.5000875,0.34456292,0.3883546,0.48805323,0.34167212,0.38802436,0.36259258,0.52977747,0.41316864,0.36490536,0.42079386
Lana Del Rey - This Is What Makes Us Girls,135.99917763157896,0.09630457300187457,533,2087.730717271962,0.2,0.5,0.2147142,15.0919695,103.52516,-19.938566,14.55628,-3.5436797,6.100036,3.069285,3.53419,0.7278177,-0.8295197,15.06771690084257,17.453166201979442,17.617772721801593,42.62242228699142,0.04466374405472626,0.08999722623470287,-0.010543202557455484,-0.039698690209112944,0.0010545855761713895,-0.012040154160663254,0.3688498,0.3279808,0.43681288,0.27967793,0.31927308,0.42108408,0.36665413,0.48300412,0.3812665,0.4727269,0.34054807,0.33177954
Lana Del Rey - Young And Beautiful,117.45383522727273,0.06633152083029285,414,1711.71845861349,0.3,0.5,0.19602063,-42.806164,109.74708,1.1022818,19.581778,1.6019373,7.751946,9.258261,-2.1614704,6.4022837,6.665223,18.18610640951787,20.811511317092137,22.374380657007308,42.07038613087877,0.2147529446814975,-0.08412082593825869,0.13198939121600042,-0.017905399366948,-0.022064009320536992,-0.05631489658170721,0.26244542,0.31799254,0.39541894,0.29598424,0.40203705,0.2530539,0.33575547,0.26775473,0.24989124,0.30320072,0.26668468,0.43220222
LemonGrass - Sing Me to Sleep - Alan Walker Cover,172.265625,0.11590282976530164,511,2842.6961188482064,0.2,0.4,0.23005143,17.153381,66.7624,8.557468,21.36049,6.7989774,7.3767796,5.203817,5.505206,4.1639752,4.2618318,16.43386389714151,21.6831073274068,22.84073755230738,38.811621833421285,0.12504652772250985,0.025572903223143283,0.0823335489417615,0.0675718684061786,0.024162915758608294,-0.011596964383483815,0.3865411,0.3013568,0.3859782,0.32791406,0.45636863,0.3101977,0.36511633,0.45732686,0.2887376,0.31685498,0.29659045,0.45596734
Lewis Capaldi-Before You Go,112.34714673913044,0.06925849900171975,457,1877.0719572537457,0.3,0.5,0.24313043,-26.645226,102.73922,14.695676,26.160263,6.9486365,10.800134,3.2955823,8.832757,-7.7035146,5.2908874,16.507274523630983,20.163635380638876,20.42318071651523,42.942563937972615,-0.12050395505117767,0.0913902365884994,0.06871098003373365,-0.017843941569792108,0.004465647502782496,0.02064619107167988,0.2559676,0.22904658,0.37153047,0.5200009,0.32339096,0.33975825,0.29349697,0.41615343,0.32219732,0.3044393,0.35571083,0.27294442
Lewis Capaldi-Someone You Loved,107.666015625,0.08620883480699901,312,1779.2464976203478,0.2,0.4,0.19393337,-69.74671,108.19889,12.229348,20.836454,-1.7296231,11.383648,-15.021907,11.417295,-7.7731194,-5.186064,19.40707761248983,24.013257257832414,25.292588745090832,46.14976779098551,-0.24967157395298242,-0.018967793103653617,-0.13082187067065945,0.022778611224281774,0.0012655451588382042,-0.024901281399201985,0.27205288,0.3363567,0.21479902,0.30293366,0.25588655,0.47895813,0.22236116,0.17473026,0.25919247,0.17845255,0.21300995,0.14017808
Lil Mosey-Blueberry Faygo,99.38401442307692,0.05015981828167246,264,1842.4455293076967,0.3,0.5,0.23225185,-53.6852,108.99334,23.457134,5.4400377,16.81614,6.926661,-1.4521765,9.657634,-8.750718,3.358353,15.24445390694106,20.78892684809799,18.5213570265555,41.251461748297785,0.04300073732320107,0.18679795406129063,-0.012324958504960048,0.018589519782540267,-0.012148825278105268,-0.002580584575405536,0.43530968,0.38118073,0.4736712,0.40405184,0.45620665,0.51671064,0.4660977,0.62302434,0.47915596,0.527596,0.39796865,0.35277233
"Lil Nas X, Jack Harlow-INDUSTRY BABY feat Jack Harlow",151.99908088235293,0.12019170373692907,532,2810.312315829271,0.1,0.5,0.16774194,-36.074467,65.5711,1.5046453,14.349636,3.1715305,3.7872896,0.73419213,5.4661183,-2.447982,5.7623987,15.159446320084694,17.976108549826623,19.105295997899674,39.977162571797656,-0.13601724954374997,0.01717825425383303,0.061257070483467284,-0.02370542302140445,-0.0005774374263822249,0.014929751930945334,0.44800752,0.44073108,0.4257807,0.55788594,0.45668945,0.53385264,0.50016177,0.4799274,0.5337394,0.5065491,0.5782523,0.42586502
Lil Nas X-MONTERO Call Me By Your Name,117.45383522727273,0.10724884879981053,349,2661.55459690933,0.1,0.6,0.20336145,-13.120457,70.552574,16.50348,17.260088,11.840894,8.332735,-2.1712425,0.101832755,-6.258907,3.1223364,16.442916990462486,19.242385314749967,19.247180097442477,38.00017197916878,-0.05027576735973625,-0.05172738997172689,0.10217436960489194,0.08367146153138787,0.03281417543243451,-0.0015266943820751448,0.30789945,0.36363146,0.39046532,0.5471268,0.4656851,0.33877665,0.29537284,0.34882703,0.40217474,0.30725032,0.38372877,0.39097354
Lil Nas X-THATS WHAT I WANT,172.265625,0.09851234028826787,425,2284.930696508394,0.2,0.5,0.24372034,6.1420255,84.48427,-1.9585974,19.897348,5.3280044,11.836179,2.7907393,9.588715,3.0808165,7.3778133,15.563328293417953,18.52339985370278,19.986508894979035,41.76454801333706,0.008998926578250074,-0.05486849497614685,-0.02693530213524061,0.02934950271988722,0.010953436250766117,9.602502697456932e-05,0.37775853,0.40464,0.35898727,0.47032377,0.43292165,0.36059195,0.43923473,0.4271257,0.57844996,0.44981462,0.41995066,0.43269584
Lil Peep - Save That Shit,107.666015625,0.11837632465677923,372,2333.314979547538,0.1,0.6,0.15932457,-39.749264,87.39518,-18.699457,13.267055,4.548531,2.2632837,-8.252505,4.1200576,-5.503409,-3.032968,15.396253577726927,19.80386712275987,20.92809586693084,45.77971293145582,0.09319039368774557,-0.033451818911100675,0.009411733127795894,-0.09516619252385738,-0.006657403318001906,-0.013270377322337708,0.31768274,0.4411424,0.5345912,0.3749798,0.4227683,0.37828228,0.43532166,0.31780925,0.35954466,0.39907864,0.36699012,0.38361314
"Lil Tjay, 6LACK-Calling My Phone",103.359375,0.0758260208381353,351,1979.7754887026208,0.1,0.4,0.11855481,-107.67767,99.66218,25.398985,22.3916,-2.0878148,9.013579,7.737575,4.680472,-4.802984,5.40618,17.741121774577213,21.36538565060059,22.523053316993376,43.52394036948069,0.1880589350939735,-0.12416964064354087,0.07944843169616553,0.017189951263373703,0.00768393762969326,-0.034839438728947805,0.30970252,0.35353127,0.41823903,0.35723385,0.48842698,0.3868625,0.51143736,0.32894707,0.25757644,0.28035164,0.3061365,0.40069056
Lil Uzi Vert - XO Tour Llif3,151.99908088235293,0.06367312257916553,580,1946.2362136955894,0.0,0.7,0.20542723,-84.115234,73.62899,1.8598729,15.138152,1.1333194,10.98244,0.6014421,8.250629,-2.5434153,11.725088,14.628184571458045,18.559866832189527,19.250617044727264,38.681201854559355,0.08530517886430306,-0.0406374808881314,0.07672554091953326,-0.010379093685276437,0.03336519461163973,-0.016502473885063092,0.31257996,0.3454497,0.34875637,0.34284738,0.44503772,0.41698873,0.54571164,0.4216733,0.4037932,0.42578515,0.4091914,0.36287802
"Lil Uzi Vert, Nicki Minaj-Endless Fashion feat Nicki Minaj",135.99917763157896,0.07621218172845289,442,2023.635392599801,0.5,0.7,0.33358675,-0.8014069,98.23077,-4.637372,-0.9890733,-0.54872227,11.43193,4.4738398,11.192605,2.2479162,7.9469237,15.75816200422422,19.057109739881145,20.632613049585032,43.42804399269424,-0.09729094599536169,-0.028545168023474864,-0.06298227419466483,-0.06092544609662825,0.017884023525207564,-0.0025319643717755702,0.52431387,0.5740729,0.37573397,0.38356736,0.35083807,0.49381447,0.37684625,0.36633,0.51002276,0.41127166,0.45805946,0.4044582
"Lil Wayne - Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",83.35433467741936,0.08105031051475173,404,1916.4588412185751,0.3,0.7,0.24650402,-3.9316502,103.98762,-5.8074517,19.983898,12.971758,6.677245,-7.365405,5.867486,-2.8544612,3.6151912,15.681617637675085,18.83771994675373,18.753657868438854,43.443563934394554,0.05495676704236366,0.015457501672751988,-0.033186796795362974,0.03944480682120173,-0.004286084231590316,-0.0021985406323514044,0.38111567,0.3348947,0.36744824,0.3979627,0.47956595,0.3961646,0.34037423,0.35323918,0.42135653,0.47312418,0.37467927,0.40615496
LISA-MONEY,135.99917763157896,0.15702807364674062,382,2993.2209580963286,0.1,0.6,0.1569815,-52.965942,42.82665,-19.101221,13.3165,-10.9793825,3.17721,-6.901806,-1.4268293,0.9690972,3.1953459,16.533299059759514,20.862558461037153,22.749175375980776,42.62232386582799,0.130639727207777,-0.07966012330366502,0.038911895656335384,0.13665268487949353,0.05795398608115543,-0.020219744763940183,0.30165482,0.32630095,0.37765962,0.4071031,0.48847544,0.44587478,0.4856032,0.46380386,0.37250087,0.39971694,0.35304362,0.416661
Little Mix - Shout Out to My Ex,129.19921875,0.11005731660147128,497,2455.6000630792128,0.3,0.5,0.22909856,5.204832,73.80766,-13.489135,16.55274,7.564987,5.459565,9.930966,2.7814128,2.8404055,8.532003,15.226483798363175,19.046735311178637,20.68549505285908,40.99039186131549,-0.01485011073833244,0.11736701332166881,-0.03755527984917284,0.036444736211001694,-0.009184737008344294,-0.004892023122865732,0.59903705,0.36499485,0.3318908,0.26079875,0.33678943,0.5210875,0.3356488,0.37807804,0.3302417,0.38342822,0.3359796,0.38610244
"Lizzo, Cardi B-Rumors feat Cardi B",117.45383522727273,0.11538075586107993,321,2566.5338426231783,0.2,0.6,0.18209252,-22.133495,65.82359,1.0641803,8.825351,0.9196452,3.0170612,1.9493934,1.088317,-4.5558305,0.44528064,16.084469814622672,19.028942043672128,19.704890996387583,36.89196650915181,0.02538580421576834,-0.03435957969126617,0.058331429772026724,-0.02384951846677105,0.011542986799652974,0.00744297262954064,0.33245984,0.35490033,0.42860737,0.4322026,0.40700266,0.32369205,0.38379216,0.34036735,0.2921857,0.32107407,0.37205464,0.45189443
Lizzo-About Damn Time,107.666015625,0.09419724455210107,427,2253.7207917073683,0.1,0.3,0.106918424,-81.63091,85.34469,0.035209488,20.273014,3.3541512,7.796628,-0.40786102,2.9915283,-1.8160262,6.5480714,14.206168043354253,17.584725481547125,18.11580635317414,40.79920758728533,-0.049380236979748804,0.001691385947670127,0.006924798238055309,-0.023417745802060432,0.0016692750917305025,0.013993008208087646,0.43747044,0.46048623,0.4141723,0.46097484,0.4373147,0.48666644,0.41636378,0.39462766,0.4533657,0.42636922,0.4929373,0.42081067
Logic - 1-800-273-8255,99.38401442307692,0.05459487585178581,641,1304.700701430373,0.1,0.4,0.0992315,-146.51927,118.94602,-1.7824838,15.767758,2.3182676,2.162551,-3.1380131,3.1000953,-9.324044,1.2431678,15.73653770742523,19.5862950577096,19.62883070979115,42.73935647491457,-0.1537369472532805,0.07209356137560294,-0.1005140462333235,0.08514957983891637,-0.027275335337299634,-0.02469254418966053,0.38442856,0.23352595,0.22336827,0.29940665,0.2903758,0.4901725,0.27549312,0.328854,0.42716065,0.25525337,0.30720934,0.24831341
Lorde - Sober II (Melodrama),112.34714673913044,0.07824133291271748,300,1841.3604579131481,0.1,0.7,0.1606466,-105.151566,104.87518,3.1672788,19.867657,4.8808913,3.1540077,-7.0778055,-0.45213422,1.1158884,0.90997684,17.598805902440763,20.8418296287795,21.22226092118885,42.69541634092766,-0.06892017369916031,-0.2327112665280745,0.08890059188608551,0.06016699695099706,-0.018694607415407738,-0.01268576574904815,0.35071594,0.3721084,0.31557998,0.41241458,0.3093895,0.2785558,0.44563824,0.36174145,0.5011357,0.33580562,0.36124372,0.41008493
Lorde-Solar Power,172.265625,0.06847139312949432,551,1882.7368079694616,0.2,0.4,0.17480864,-76.46441,92.84458,20.75166,25.721395,15.623045,8.738525,-0.5723961,1.7888117,-1.2937462,2.4948213,16.675588848714607,19.462476732419244,18.750669977201664,36.77391378744715,0.06300559019043289,-0.09417356669474236,0.04468341634599728,0.03111069675614236,-0.00068989704447354,0.006363894674819304,0.272862,0.20034693,0.21266882,0.3368037,0.40191388,0.28743342,0.30348575,0.2771999,0.35293543,0.3676505,0.37516382,0.48539692
"Lost Frequencies, Calum Scott-Where Are You Now",123.046875,0.06052490920805998,330,1580.4348137926852,0.2,0.5,0.22360425,-57.256645,123.49945,-0.12202298,11.335745,4.83271,4.2337627,0.56569237,7.029548,-4.22446,4.7149434,17.049925413913755,19.935172776928272,21.276173651065005,42.83291088098364,0.04047954193955278,-0.0857358762155325,-0.009504575725801524,-0.009790434135159839,0.012434236811176533,-0.003067597859352171,0.32454345,0.38975096,0.3147732,0.29852575,0.34761098,0.30857977,0.437604,0.31900752,0.47086206,0.4454837,0.27871355,0.26710021
Lowell - LGBT,103.359375,0.0778172132769039,331,1996.850025987168,0.2,0.4,0.21111645,-1.9662446,103.41694,-0.28434268,24.80952,3.2219212,5.384667,0.7140788,6.383565,3.2356257,3.92388,14.81107806535684,18.687793911125656,20.001762460466615,40.98059172319532,0.0585062384465343,-0.09848469397605669,0.046344352613544235,0.04221190444961812,0.010287299695545185,-0.005638122942610221,0.3381604,0.40231434,0.3242014,0.4271352,0.50501186,0.35116568,0.39293733,0.3293601,0.3991054,0.33056274,0.34738657,0.47608218
Luis Fonsi - Despacito,89.10290948275862,0.1104203679630813,404,2480.9236922304685,0.2,0.6,0.21641657,1.588712,75.81443,-6.8814015,13.558795,-1.5154488,5.903967,-6.389368,3.697282,-7.508,1.7818658,16.140665081744775,20.15881488686242,20.27691865394643,40.891799321965145,0.07320459668113735,-0.03156236857865036,0.002997260195720371,-0.05161804422733251,-0.014001154212257836,-0.003054726735131359,0.29710272,0.38842222,0.4954523,0.33619738,0.356855,0.2833016,0.39046127,0.32492274,0.31083497,0.3794409,0.31308758,0.37335277
Lukas Graham - 7 Years,117.45383522727273,0.086512057220915,452,2107.5196252068254,0.1,0.5,0.18599845,-45.851986,96.705536,5.878774,13.410713,3.1321445,1.4322399,-4.6724014,3.4793208,-11.699313,6.001108,17.16136332043676,20.870012092379763,21.511959837679598,41.85119124526757,-0.07493673410452927,0.20068619606399432,0.04599877736839258,-0.13910498311845484,0.025393552598114485,-0.019094520071147165,0.319908,0.27996847,0.43701974,0.27127331,0.2545309,0.40121287,0.26191872,0.33045807,0.23367134,0.34265444,0.49380466,0.3009566
Machine Gun Kelly - Bad Things (with Camila Cabello),135.99917763157896,0.0627493402922213,575,1722.2259939251633,0.3,0.6,0.2783278,-11.458507,117.210045,14.525889,23.21979,13.087048,7.6652894,7.4164205,3.5969708,3.268724,7.4654155,15.707760281168357,18.849096303011066,19.405246566031547,42.40474678870216,0.1941278365066971,0.019623785290381838,0.020794523829600405,-0.08521647154781256,-0.017321807932174152,-0.014145082186445737,0.3093708,0.35389087,0.4367565,0.31014526,0.3341211,0.3103044,0.4035968,0.33461344,0.37011877,0.47151637,0.44147548,0.39535093
Macklemore - Glorious (feat. Skylar Grey),143.5546875,0.0739360374264974,554,1912.4472288889285,0.4,0.7,0.28918773,-6.2431064,104.7554,-11.890798,12.0641365,9.552852,4.876251,1.5369334,8.494684,0.287491,5.2737417,15.400781789452973,18.69541799257608,18.556626682258297,43.61930363652435,-0.030831840846411242,0.07472801331382052,0.04299136132692324,-0.020591280029315578,0.02063816277230376,-0.002005265238211306,0.42261827,0.376414,0.42320675,0.37165564,0.35385308,0.4035993,0.39631578,0.5126814,0.41797495,0.43950957,0.562008,0.41063932
Maggie Rogers - Alaska,103.359375,0.05550124601705132,318,1594.4853076866557,0.1,0.5,0.1626708,-151.52213,105.17662,26.876135,22.037872,13.970339,9.225674,9.612391,1.8111689,2.7038565,4.2001786,17.019706377326724,21.16046633757451,21.124654548704463,39.23746756266142,0.06838855935459331,0.04544679455976214,-0.07627194859621626,0.07202971809097095,-0.0012639907779350662,0.028696838128384757,0.5847687,0.42035016,0.42643073,0.36732703,0.39537123,0.34981918,0.30318797,0.35843998,0.3507036,0.39804935,0.37129042,0.47729737
Major Lazer - Cold Water,123.046875,0.09715408653846154,355,2374.613129718367,0.2,0.5,0.22819693,5.193218,87.04916,-3.4732068,2.0450206,2.3582115,4.9803877,-3.0410824,5.6868906,-4.8009133,4.282729,17.429629677087277,19.397076190270592,19.576268030636214,40.325774905448135,0.08800577890373874,-0.07132727266671697,-0.08954223666426082,-0.04586192098302914,0.001476095309914163,0.013434018101070363,0.3201101,0.49665746,0.36655635,0.3261698,0.41149104,0.28882244,0.36807832,0.26825446,0.3806611,0.44536576,0.29664055,0.3561156
Maluma - Corazón (feat. Nego do Borel),198.76802884615384,0.06151048223616526,663,1744.0254278638106,0.2,0.5,0.20006499,-56.130333,102.19547,7.053389,15.158033,5.2525997,9.464367,0.13103351,5.7778664,-2.8860648,4.0684514,15.36129753660355,19.09575960822813,19.162006995234794,39.95542337003627,0.10441540137117934,-7.878358160211823e-05,-0.02241478142060179,0.03065205043531146,-0.0025228251395472325,0.004498959268318075,0.35951218,0.28818238,0.36470255,0.3333411,0.47683233,0.35455462,0.30960214,0.33271652,0.3492956,0.49605858,0.39704245,0.41691115
Maluma-Hawi,117.45383522727273,0.061617040822628456,424,1765.9885593557005,0.2,0.6,0.21549588,-51.92416,107.8887,2.3474772,14.439113,2.653385,6.043036,-8.460701,3.1051497,-7.2112885,3.1832035,16.716838829471094,19.857807853660532,19.815281811403374,43.225199098888716,0.03429055158245493,-0.0470982941297775,-0.08132227817367503,-0.027978599581672033,-0.0022909607487657784,-0.0030717103045014246,0.3816276,0.49232417,0.3923907,0.31377718,0.35519552,0.3298968,0.36184543,0.312866,0.42953587,0.5099702,0.39081538,0.42085797
Manuel Turizo-La Bachata,123.046875,0.09273985941977077,395,2047.6082491041589,0.0,0.6,0.2143983,-59.024857,86.75082,-6.6987834,8.4996805,-0.75523716,2.841461,-2.7262838,-4.8712416,-6.2571135,1.559436,16.1641812615811,20.05359065124538,20.234014811316555,41.87844822213871,0.035938475369050274,0.1237612365723981,-0.009876761601262968,-0.04923394430021131,-0.001817587759110937,0.005903491987554407,0.37190595,0.32027823,0.48892432,0.3674795,0.30761784,0.35484144,0.28549454,0.354416,0.27510065,0.39629668,0.38728422,0.27649298
"Maria Becerra, Chencho Corleone, Ovy On The Drums-Piscina",129.19921875,0.07078143950997799,473,1994.774364299577,0.2,0.6,0.25974792,-24.861996,91.33483,13.10284,19.107239,5.1587505,3.6173985,3.0781782,-2.231027,-7.630129,1.8678808,16.3696833493929,20.571336749123354,21.684379442825946,40.26580983216388,0.06736081260533841,-0.10013062922105737,0.01386488860289872,-0.04484579852489015,0.009293525997590407,-4.9747785526221594e-05,0.28226465,0.42101976,0.39427024,0.31073022,0.38730234,0.31565624,0.46095112,0.3350206,0.26736766,0.32414767,0.2810158,0.3311776
MARINA - Teen Idle,123.046875,0.08827535979275025,504,2101.0526564502397,0.3,0.4,0.21953647,-4.282732,103.91023,4.153591,14.948151,-0.8423034,7.231479,2.7929487,1.6860265,-4.465484,10.987269,15.559826832287182,18.574373604779442,20.119736820407297,41.31619284847646,0.07568604957399012,0.16089559723933594,-0.12114917975971505,-0.039091418791601086,-0.012468964316855537,-0.01487334190421216,0.35068962,0.31044883,0.40073892,0.23190764,0.32519642,0.47073087,0.26588404,0.35152435,0.30331972,0.45761836,0.35598743,0.28205293
Maroon 5 - Don't Wanna Know (feat. Kendrick Lamar),99.38401442307692,0.06942836235466696,351,2099.3949074061466,0.2,0.6,0.28959036,7.7987723,87.70143,8.535999,22.66583,4.728798,9.520756,-6.595346,4.394918,-9.888203,0.4676363,17.498257335018327,21.10103332692775,20.205606099802672,40.76643944365055,0.1547054890358429,0.029819311887232178,0.06343333102376325,0.0009485979067707948,-0.002426277379111017,-0.027557787103981213,0.29491013,0.33778232,0.6654962,0.44724646,0.380336,0.3288881,0.36886582,0.4707946,0.32181945,0.31997854,0.28451967,0.4152758
"Maroon 5, Megan Thee Stallion-Beautiful Mistakes feat Megan Thee Stallion",99.38401442307692,0.10565126746146436,351,2665.2699168738545,0.3,0.6,0.25371665,19.615067,71.229645,11.214767,20.607038,3.76397,18.969622,-7.736066,6.945577,-6.7623014,-2.8050122,16.14479957110888,21.95504143657179,21.07515100437212,42.85034247788171,-0.07190653152978685,0.16551145864903258,0.005201650780350128,-0.0671625835174084,0.017653914453538484,-0.0038236945287362456,0.4409417,0.35005438,0.46513164,0.33550116,0.32324645,0.40244412,0.31839925,0.39336926,0.3429709,0.4317651,0.5133631,0.3776124
Maroon 5-Memories,92.28515625,0.06420282859330399,278,1691.8404389165162,0.2,0.3,0.15208137,-94.82729,104.79675,9.246766,13.508387,0.19229037,13.428908,-16.399733,-1.9342474,-12.948087,-3.369844,18.958517117726426,21.899873474730057,20.832255134780656,42.71996184145692,-0.08276792649448575,-0.20843559667596545,0.1528880632417726,-0.06063498236543786,-0.007426807267059861,0.01621523841692832,0.1936707,0.23717481,0.19711608,0.35688585,0.21879841,0.17725046,0.29755577,0.1918344,0.18266864,0.1515549,0.30206987,0.36679375
Marshmello - Alone,143.5546875,0.08053692876148656,462,2357.9205599856436,0.4,0.7,0.3543213,43.622166,90.945816,-1.503633,25.136309,1.3394927,5.3911977,0.06077334,3.7741153,-3.7089639,7.133438,15.344977397256596,18.51969123649994,20.91970360637657,41.54652978442389,0.2272397791686448,-0.01520051567876239,0.02116330379536345,-0.12592054708321654,-0.027548955629203047,-0.011325861337655134,0.32347512,0.43538144,0.584346,0.38402367,0.38284063,0.2647362,0.42379943,0.3762562,0.34525374,0.43548766,0.35132363,0.3548119
"Marshmello, Jonas Brothers-Leave Before You Love Me with Jonas Brothers",117.45383522727273,0.09049843453072212,302,2282.8834202370017,0.3,0.6,0.251281,6.205944,76.23824,10.091269,25.52001,7.0487123,11.322873,0.19962303,8.385366,0.1561514,7.6898446,15.475073484890114,19.34828579198654,20.83099184058862,39.475634177396834,0.07168588995227512,0.018657567984847464,0.04668688601793234,-0.0011142939569713504,0.0030396968257850733,-0.005612829332750224,0.34918305,0.3420832,0.4137307,0.30420998,0.33578062,0.29145348,0.45464882,0.53059894,0.31011793,0.33535793,0.30171874,0.42365444
Martin Garrix - In the Name of Love,135.99917763157896,0.09536653365847103,440,2259.9680780431268,0.2,0.6,0.20757131,-24.9245,82.69591,-3.8132422,5.3314676,1.6546011,3.835228,6.5811715,2.9027164,-1.0970998,3.1131818,16.790613440873578,20.997687408117798,23.484321787459454,40.5538069007162,0.16522308937430405,0.07729485102707707,0.057379284111345255,0.0670966150632993,0.0029841864028340406,0.012835239232105668,0.3323481,0.28804561,0.3989581,0.2886446,0.27982908,0.19127707,0.28113428,0.3325932,0.21066305,0.27618158,0.23457485,0.4193929
Martin Garrix - Scared to Be Lonely,135.99917763157896,0.0842437744140625,476,2290.6194190968536,0.2,0.5,0.21806453,-29.357204,80.626175,11.844314,19.09794,6.4574895,-0.02372508,3.2810526,-1.4368663,-1.5158302,10.158566,16.812062686373157,21.60967672841329,24.070669897285494,40.19923609777529,0.034402404917949006,-0.1549522657262626,-0.016475590419624205,0.08897790510053444,0.009995298415846118,-0.015930570683949263,0.34867528,0.4113294,0.28277102,0.40095237,0.4581941,0.2538181,0.3029004,0.2614595,0.38679838,0.29126668,0.31097952,0.42861077
