folder,label,tempo,zcr,beats,spec_centroid,rms_mode,rms_max,rms_avg,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,SpecCon0,SpecCon1,SpecCon2,SpecCon3,ton0,ton1,ton2,ton3,ton4,ton5,chr0,chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11
Zella Day - Compass,<pad> joy,80.74951171875,0.0618626881230828,253,1518.3354133993842,0.2,0.5,0.20686644,-130.74384,131.57823,5.9497,10.297322,-1.00113,-11.680734,2.467698,-10.255089,-3.5323453,-0.2643673,17.75919649072623,22.32989607624698,23.706718410464998,43.95405208287165,-0.2287604570351296,0.0918677636309171,-0.091134258221082,0.1114483535414585,-0.0472580438564735,-0.0151478282630082,0.38216087,0.21011002,0.14592285,0.28941992,0.23786917,0.38756582,0.24210319,0.22681372,0.36745965,0.228958,0.27820295,0.21494593
Zella Day - Hypnotic,<pad> anger,80.74951171875,0.0673349662537495,246,1835.7509948033835,0.2,0.3,0.13771804,-150.49948,102.03923,-3.4500625,18.921217,7.6142945,6.0017776,6.210271,3.007594,3.9593332,7.9609513,15.28577267827357,17.91637971595753,18.12854004607467,40.32480936308652,0.0174902853976542,-0.1072717737035052,-0.068732024197386,-0.0552290370898918,0.0122023930458761,0.0104297689872727,0.3856373,0.4658418,0.37778792,0.35490495,0.36446175,0.3690523,0.47261664,0.37088683,0.4121586,0.42468834,0.39620024,0.4335206
Zella Day - Hypnotic - Vanic Remix,<pad> anger,161.4990234375,0.1142911765765209,739,2902.6156640487784,0.2,0.6,0.24420021,-61.673233,61.937084,-2.6266026,7.505852,14.005842,3.8875945,-10.447848,-5.6376257,-5.232858,-0.27455282,17.037709236829926,20.204218401111437,19.1861935289868,39.57507101748347,0.0292207830911994,-0.1163715694444395,-0.1160726792249125,-0.0412376860979412,0.0092345306741541,0.0057451256356564,0.43953237,0.56040645,0.40511644,0.34266722,0.34785944,0.32548022,0.36893559,0.3136616,0.44192782,0.5337884,0.43752292,0.45396823
Zella Day - Shadow Preachers,<pad> sadness,80.74951171875,0.0763947782720749,195,1796.0433823745857,0.1,0.1,0.06310652,-206.68855,115.14879,-4.297085,21.949131,13.69994,4.8418517,7.1404505,-0.85587656,4.094065,5.823421,15.439934601420235,19.038372744023,20.164510686302496,43.84082167174467,-0.1224470415368426,0.08838341995674,-0.1055460075124377,0.1334270063630827,-0.0229337336714997,-0.0110903771724237,0.5647633,0.36851752,0.25890884,0.31495816,0.3197743,0.4674255,0.30945015,0.35924122,0.40691927,0.31343344,0.3364187,0.34644413
Zolita - Explosion,<pad> joy,123.046875,0.0362440646196405,404,1038.52685585007,0.3,0.7,0.2792059,-145.25835,139.32489,9.863953,15.427091,16.472286,3.6614676,10.177523,0.6921064,-6.8398714,7.4994416,16.906247477386465,20.08990637730419,19.56530325527078,42.20755072172613,0.1321765203518566,0.1665546570772703,-0.1502165208771789,-0.1986658018289321,-0.0274687460451314,-0.0127028722421571,0.27837285,0.28800085,0.42722052,0.28675115,0.20520553,0.3208383,0.25963268,0.266064,0.30378613,0.5353684,0.47116375,0.2978078
Ängie - Here For My Habits,<pad> joy,89.10290948275862,0.0926748530195018,611,2065.375170146888,0.2,0.6,0.23290178,-107.81474,94.78509,-12.228758,48.892807,-4.8101335,18.16261,1.2745385,-3.654845,7.6167703,5.2641263,14.9507485304786,19.371233032367748,22.33180588308886,46.78617110629096,-0.0404059872022954,-0.1989339875936328,-0.0924626731040666,0.1653124266845388,0.0676915050142479,-0.0596662182833709,0.426848,0.52101266,0.50565535,0.5165983,0.49522692,0.41263908,0.37572342,0.37438515,0.4303177,0.3163441,0.34727654,0.3919071
"24kGoldn, iann dior-Mood feat iann dior",<pad> joy,92.28515625,0.0744918590157768,225,2059.1874715967338,0.3,0.4,0.19530937,-94.67129,101.13587,-3.6397562,22.492592,-2.0820942,6.709318,-0.61789876,3.8009515,-6.251755,8.629536,15.749347620546654,19.0469933812674,18.760798894421367,43.46637086400481,-0.0445557022378871,0.1375688321897807,0.0216848156113154,-0.0295458596555841,0.0120120318724628,-0.0104369879056644,0.5369777,0.3698331,0.41135997,0.31925243,0.32376397,0.43558806,0.354733,0.44452783,0.362522,0.44156182,0.52232945,0.40827078
Adele-Easy On Me,<pad> joy,143.5546875,0.0631934055719097,498,1634.5745086609716,0.2,0.5,0.21129166,-147.02097,120.7554,21.901266,9.607164,6.1754274,7.081631,-0.97105664,5.46998,-8.115406,3.715658,19.16588066972339,23.053430037892404,25.66614243680928,45.61787366317404,-0.0136916227127794,0.2558070926419561,-0.1264966052381937,-0.0262753661590828,0.0029583073894349,-0.011856294664524,0.4363348,0.22397427,0.20249522,0.15256314,0.25774142,0.465981,0.23571572,0.27481034,0.21266924,0.29841736,0.3178471,0.28051043
aespa-Better Things,<pad> joy,117.45383522727272,0.0930728825310709,439,2321.906470707256,0.2,0.5,0.19447522,-95.1113,87.12621,-1.5561968,12.277568,2.3150907,5.8979077,2.6021442,-2.4982636,3.5591078,4.1325083,16.198299278412478,18.660264551313634,18.240727671153746,39.05365093434603,0.0872737623447762,0.0615023804776219,0.011491140877445,-0.0260656400182092,-0.0073143951108436,-0.0058788452338028,0.38195765,0.33117196,0.45136914,0.33331892,0.3442475,0.3434423,0.34722084,0.41701323,0.3453019,0.43933108,0.31770274,0.39012405
Alec Benjamin-Different Kind Of Beautiful,<pad> sadness,107.666015625,0.0629881162901182,348,1643.1518737852314,0.2,0.6,0.24962838,-113.86934,114.68162,8.415601,26.954922,10.325279,-7.4845386,2.0678546,-3.1155674,-6.8743873,3.7924197,16.434897950872056,19.99900007518326,21.8382763665309,42.67556794510627,0.1204627884015271,0.0983067090254039,-0.062427036633672,0.0646105589359256,-0.0193116376401183,0.0098375572997283,0.36741593,0.25574794,0.33635274,0.28777015,0.43659937,0.3818512,0.25872064,0.3516138,0.290229,0.38640565,0.24415497,0.2953596
Anitta-Girl From Rio,<pad> love,143.5546875,0.0702277255662542,479,1989.1402372812536,0.1,0.6,0.2114648,-133.77689,81.49293,-6.085178,14.22922,7.8288765,-2.219501,9.311996,2.546248,5.5715218,14.314082,17.009306757559774,20.216335751569357,19.84218161990333,38.24347413228807,0.0448086444683601,0.0944775034111354,-0.0070578454836339,0.0450496541577698,0.0040535189614653,-0.0202276056389137,0.38133177,0.3141338,0.41470903,0.34806028,0.49869126,0.36391577,0.32320157,0.44409388,0.34595022,0.3481555,0.28631943,0.321506
"Anne-Marie, Shania Twain-UNHEALTHY feat Shania Twain",<pad> sadness,117.45383522727272,0.0699086788644682,324,2240.709461776116,0.4,0.6,0.252339,-91.79818,85.057755,15.060836,21.001947,10.296278,9.287362,7.0672073,8.536548,2.8933575,6.969699,15.570032284075866,19.178183345450787,19.30947959115654,38.75407306365469,0.102167443955624,-0.0347283851378755,-0.0010154127514975,-0.0388276640009489,0.005640965891965,-0.005744131600897,0.4414988,0.48040605,0.47305465,0.40090853,0.4631171,0.38346195,0.48901007,0.39180169,0.3743047,0.4195596,0.42528147,0.54364246
"Ariana Grande, Doja Cat, Megan Thee Stallion-3435 Remix feat Doja Cat Megan Thee Stallion - Remix",<pad> joy,112.34714673913044,0.1098949454927999,436,2682.632806511416,0.1,0.3,0.102078974,-191.50797,70.13926,14.645818,21.009184,11.126472,1.0094609,5.8184423,3.0941796,4.0404625,6.4083896,16.60262337826154,19.341918605121485,19.59331773602945,39.21829958266009,0.0235206916355989,0.075583237602516,-0.0089079823452679,0.0080443919343572,0.001559129460413,-0.0072839559961475,0.4517057,0.3444706,0.3415,0.32578763,0.3322047,0.36515138,0.3512522,0.44179627,0.39365783,0.44478655,0.44202346,0.42589617
"Ariana Grande, Justin Bieber-Stuck with U with Justin Bieber",<pad> sadness,89.10290948275862,0.0815325472100697,332,2127.428374671492,0.2,0.6,0.20603885,-107.94327,93.65806,2.4860678,16.177917,9.164635,3.4856122,4.44105,2.9983063,-2.0769477,6.4032345,17.13409384643796,20.228845461252945,21.31759755739704,42.302184623218345,-0.1501178751873278,0.0256308620916673,-0.030113988425398,0.0783661101977975,0.0077673175515144,-0.0022390760514853,0.45229295,0.35919926,0.3234845,0.42187268,0.28891477,0.3152784,0.24132621,0.36774215,0.41709372,0.33143595,0.4668971,0.33884686
Ariana Grande-3435,<pad> joy,112.34714673913044,0.1005355336118995,402,2494.831939626675,0.2,0.6,0.18655525,-131.55379,73.3941,3.227562,20.050667,4.598396,-2.282778,1.0032027,-2.9081895,4.926503,3.72497,16.97193886164968,21.27488802762585,21.5192489013512,40.762611616655015,0.0468839096650004,0.1188612402916689,-0.0174146135565562,0.020414811060686,0.0015996486690512,0.0037364304731558,0.40208414,0.31564552,0.3167462,0.27854908,0.30091774,0.35424915,0.3226331,0.43935102,0.35267475,0.42404613,0.3327718,0.3233238
Ariana Grande-positions,<pad> joy,143.5546875,0.1004956852532679,417,2706.512960482922,0.2,0.4,0.2225098,-86.79998,69.12403,22.689816,23.15911,8.7509575,6.863041,2.8795292,-3.842124,5.7500315,5.5052314,17.74443011421934,21.78037502389816,22.750722087507512,37.45227609350581,0.0780717646440284,0.0630769090452516,-0.0507246376594431,-0.0082882936846685,0.0048133261862222,-0.0112289392351388,0.3931937,0.32635704,0.39410794,0.30338204,0.3697201,0.35708928,0.2588203,0.3926795,0.29246292,0.43021825,0.29031327,0.27021226
Ariana Grande-pov,<pad> anger,129.19921875,0.0696006582051355,417,2086.330516131715,0.3,0.6,0.2592817,-110.33826,87.48118,19.71833,29.433128,14.754938,4.5480485,7.5246162,-1.9974109,5.0638866,8.580562,17.848688575664422,22.234786256676287,23.234013480981808,40.00899192842978,-0.1262147012039969,0.13715465147299,0.1393568160330439,0.0334848805772121,0.000345635613936,0.0278898559248903,0.29643428,0.23283939,0.35708293,0.39131004,0.2656579,0.31696188,0.27262273,0.40347603,0.29334393,0.27017993,0.33983877,0.25728914
Ariana Grande-test drive,<pad> joy,117.45383522727272,0.0836433840530734,223,2552.716027784195,0.3,0.6,0.29502943,-73.326324,79.81243,16.737556,21.562078,18.121515,9.26969,5.927999,-1.4647979,6.5856767,12.637732,17.35014789121777,21.515580230798992,22.970086042266743,39.33379024129132,0.1105681700883608,0.0673206999747185,-0.0460422788705133,0.0757826828736874,0.0083923702124576,-0.0123997866048853,0.44032118,0.35608163,0.42815238,0.37639242,0.5074758,0.4341981,0.30434468,0.4184119,0.34949422,0.43080354,0.34425846,0.3413738
Arizona Zervas-ROXANNE,<pad> joy,172.265625,0.0854215638827433,484,2120.7565448588743,0.3,0.6,0.2617563,-118.83723,84.07669,4.559588,20.330322,1.0540285,5.4830823,-10.276407,-4.19262,-10.066925,8.12329,16.543178334061857,20.492772130967676,19.9681981490177,43.81351369920446,0.0474533946719838,-0.0884081623806355,-0.0559778089106965,0.0033567362775613,0.0002188856027893,9.221851824446427e-05,0.37142208,0.489248,0.384266,0.34446394,0.4375505,0.38815543,0.45508564,0.355387,0.45763332,0.47872755,0.37983218,0.45635387
"Bad Bunny, Bomba Estéreo-Ojitos Lindos",<pad> joy,161.4990234375,0.0830467953754034,661,2053.2967750598687,0.2,0.6,0.20723629,-105.06168,98.53168,3.4135118,13.355619,8.480125,2.8160336,2.413486,5.7522135,-9.245556,8.59353,15.728024574584785,20.149328497741312,20.38503293245954,41.76623256833145,-0.1483235485618778,-0.1084450765139217,-0.0080248482820748,-0.0042049736744606,-0.006765511372759,0.0029242271865247,0.3054213,0.40631723,0.28946698,0.32961285,0.27960512,0.38931957,0.44798404,0.3237523,0.47155365,0.36388382,0.43069997,0.34354222
"Bad Bunny, Chencho Corleone-Me Porto Bonito",<pad> joy,92.28515625,0.0716967542165108,267,2143.184381232142,0.3,0.6,0.2485305,-114.60885,83.80143,8.962548,24.561256,8.278732,2.1329813,6.5170918,10.479354,-9.125824,10.596664,16.4699015392954,20.639133881379465,21.09221825245216,41.18959366057679,0.0221578236627416,-0.0664577350952042,-0.0866957308967928,0.0592014773252048,0.0274810847686871,0.0039511521624035,0.3694214,0.4642086,0.36241198,0.45945454,0.4855903,0.33511025,0.32772568,0.33799177,0.47717038,0.45879513,0.39710504,0.381496
"Bad Bunny, Jhayco-DKITI",<pad> joy,107.666015625,0.0601231117107832,354,1560.007012600534,0.1,0.4,0.12453894,-199.0256,118.10672,13.425579,8.676009,9.000476,6.8470774,0.28848714,16.185364,-9.785327,11.228233,15.941395610185651,20.28008946009534,20.1658645114182,43.89952300319623,0.1191458099314093,0.002424899563117,-0.0003444153398141,0.0431604728633713,0.0092303763699476,0.0129628516971831,0.37215158,0.3080433,0.34300175,0.37163988,0.54719836,0.3636709,0.43141675,0.4515741,0.3557296,0.41156435,0.35460314,0.45072013
"Bad Bunny, Jhayco-Tarot",<pad> joy,112.34714673913044,0.0908152207844021,451,2216.6668922864974,0.2,0.6,0.27323848,-76.36253,86.73512,-4.2599444,11.2327795,1.0893917,3.7756295,-10.173448,3.1988819,-14.348233,2.6103148,16.675979925639872,21.16398872962622,21.474413643327583,43.92237436512333,0.1052329259033864,-0.0866475688786295,-0.0297962595464878,-0.0103886842466444,-0.0005893623647298,-0.0078071665864189,0.31552064,0.4452465,0.5035844,0.3154361,0.3950144,0.3036429,0.40757266,0.27602452,0.3389289,0.4302363,0.36371934,0.4317789
"Bad Bunny, Jowell & Randy, Ñengo Flow-Safaera",<pad> joy,95.703125,0.0853493971388976,452,2356.458927581405,0.3,0.7,0.3440085,-57.606327,81.06925,1.5929805,9.521648,9.5621,11.850724,-2.485427,17.431885,-2.0409153,12.144525,16.006904410207454,19.360879820759028,19.93770579747289,41.984734845854845,-0.0032958790860884,0.005577928076966,-0.038110133324234,0.0345316918488541,0.0021934464415924,-0.006091969519966,0.40823203,0.3687677,0.39279974,0.407874,0.44134417,0.4367556,0.41346392,0.45420995,0.4854252,0.48644933,0.43018043,0.40356773
"Bad Bunny, Rauw Alejandro-Party",<pad> sadness,129.19921875,0.0886226987421063,482,2384.620778249006,0.1,0.6,0.24127114,-115.45101,74.267456,1.5476214,17.35354,3.271039,8.183856,2.8421836,6.6808467,-4.9728017,13.185763,17.48552808713127,19.880586280525115,21.06191468657877,41.95239473036124,0.0147077865480128,-0.0811387714558925,-0.0466623049960554,0.0035230751464476,0.0150030276678931,-0.0127868003638755,0.41800922,0.49146974,0.43137878,0.44602284,0.48001817,0.4092908,0.3927535,0.3555578,0.46952453,0.4338243,0.41613698,0.4579127
"Bad Bunny, ROSALÍA-LA NOCHE DE ANOCHE",<pad> joy,161.4990234375,0.0710253749665954,505,2139.229209613063,0.2,0.5,0.24261895,-132.51436,82.945206,19.577097,22.580597,11.581219,12.372047,8.204745,11.357436,-4.5501084,12.199572,17.256538720059982,21.41612449163756,21.58104375882244,40.62195918243341,0.1149443035353748,0.047453395366841,0.0399895593412603,0.047272416027208,0.0229519127779758,-0.0070577437339982,0.35479593,0.31986672,0.38296452,0.3655285,0.42235583,0.38926235,0.45523,0.4802036,0.4098495,0.4726582,0.39069012,0.44970295
Bad Bunny-Efecto,<pad> anger,99.38401442307692,0.0724380376938248,250,2000.687109949686,0.0,0.6,0.15626769,-203.09134,67.87182,8.566302,15.728562,8.799427,4.086626,2.56191,9.397079,-13.576328,5.9074736,18.43211341308932,23.24885689608246,23.17196880494319,41.63484832108624,0.0626517170599694,0.1157662795242257,-0.0354612456486556,-0.0240626993691457,-0.0095590781341814,0.0084994514009306,0.40289482,0.31844103,0.40590075,0.38164145,0.41068232,0.33708042,0.27807269,0.30779138,0.2843128,0.38590088,0.35938758,0.34549734
Bad Bunny-Moscow Mule,<pad> anger,99.38401442307692,0.0668434310051499,394,1866.036764019076,0.2,0.6,0.22616333,-100.55382,107.26458,17.113194,15.499469,5.635529,7.04867,4.800367,16.914206,-15.00766,10.270844,15.323533428757507,19.471678523580444,21.405409254512183,41.08642203269535,-0.1682547975630586,0.0798289747436276,-0.077600227687895,0.0208025131058903,-0.0107166638492349,-0.0295908513621493,0.4849652,0.35306865,0.34586462,0.4462124,0.3185862,0.38718152,0.29407254,0.37658456,0.5012281,0.37536597,0.4309122,0.37724766
Bad Bunny-Yonaguni,<pad> joy,123.046875,0.0861373009398706,391,2083.884907918531,0.1,0.4,0.1593262,-147.43387,92.25435,16.528343,20.047617,5.099445,-4.7827926,0.7105344,9.447655,-21.097195,7.9438424,16.707058489737175,21.274774115750454,23.75161187387455,42.66654453879469,-0.1465050191912108,-0.0075602650681725,-0.0394007645638091,-0.0107054757667038,0.0063371066969186,0.0076829633521074,0.37293464,0.47778946,0.31546476,0.42203122,0.33130747,0.45687112,0.31684044,0.3104949,0.4083844,0.34938145,0.3753595,0.26656568
Bailey Zimmerman-Religiously,<pad> sadness,143.5546875,0.0826950721096508,504,1966.1371775550108,0.2,0.7,0.19441848,-103.869,99.73014,5.0882473,10.449342,-0.2726634,10.287194,-5.3236475,6.2653046,-3.9719443,2.6351953,17.27823967030043,19.976225114101855,21.54935513714292,43.06415996184574,-0.1600415503046395,-0.0645459935495513,-0.0804318275080992,0.0096196196694308,0.0173638076166094,-0.0111721615335656,0.34669274,0.46466658,0.27759606,0.3664045,0.2966924,0.36603686,0.25105152,0.29332343,0.42730525,0.29227605,0.30254734,0.23779318
"Bebe Rexha, David Guetta-One in a Million",<pad> joy,92.28515625,0.1216041199956641,234,2790.604478705853,0.3,0.7,0.3522619,12.371477,69.89296,-0.6467023,19.57501,-4.9977503,7.2986975,-2.3718827,0.5232387,-8.575443,2.132351,15.4010233815748,20.03299816844624,18.646496869642814,40.08343635490141,-0.0386691816087117,-0.1358359474349203,0.0145604092416973,0.0144073151503996,0.0128829545826843,-0.0156161817561507,0.26759142,0.3700416,0.2531844,0.36727306,0.3389828,0.26121345,0.36056393,0.28141174,0.4079342,0.25799146,0.4161206,0.45393065
"Becky G, KAROL G-MAMIII",<pad> joy,95.703125,0.105320823548701,407,2381.9915629193592,0.1,0.4,0.14661929,-156.18704,74.6235,-5.608516,22.168648,4.152146,-4.158163,1.919368,-7.7942915,-0.7797357,0.95347714,17.274472510838088,20.243781645588783,20.39107701867777,41.15671343863689,0.1215865638681978,-0.0197493139748853,0.0305098804274261,0.0154942758793356,0.0146125919543859,0.0029578789380754,0.31625092,0.25477025,0.31951067,0.33769837,0.39731407,0.3066814,0.36751708,0.3985274,0.3090389,0.36954555,0.3073344,0.38835222
Bella Poarch-Build a Bitch,<pad> joy,103.359375,0.1059312269561655,263,2316.8163292032305,0.1,0.7,0.18346307,-111.07769,90.22485,-9.520659,11.897769,0.70339805,3.8774784,2.1644204,-3.7975035,6.322767,-1.9530276,15.710306086672556,18.088086677366263,19.624990278490547,41.98220075786312,-0.052350288271621,0.0859607042309993,0.0159207905184402,-0.0030855609041213,0.004014732323797,-0.0027718704984509,0.40621087,0.35343575,0.41210216,0.40908077,0.38637704,0.42064083,0.36528316,0.47221604,0.44551167,0.38519806,0.429792,0.3771354
"BENEE, Gus Dapperton-Supalonely feat Gus Dapperton",<pad> anger,129.19921875,0.0790768738338326,471,2094.2504683772427,0.2,0.7,0.26374435,-92.93105,97.647156,12.096007,17.79816,2.5658934,-6.687133,-7.751254,-7.3830624,-7.8830595,0.6473184,17.658536377604744,21.05607725033417,21.24972520204137,40.54947361619358,0.1177274423397312,-0.010533890187813,0.0274646121786426,-0.0224447869469574,0.0019769093365027,0.0151867835113346,0.295077,0.23019779,0.3427367,0.27696264,0.3353536,0.2414091,0.36397052,0.39224443,0.31054202,0.4533988,0.32357094,0.44252124
Benson Boone-What Was,<pad> sadness,123.046875,0.0850442306785098,421,1958.4909781169329,0.1,0.1,0.06656244,-220.43117,100.97368,3.4605818,30.127874,-0.38266414,10.863965,-4.0257096,4.4750957,-1.3894141,2.9822156,17.312946165040625,21.24070198098469,22.397874893557567,43.51808243671238,0.0785996762870845,-0.1012061613343015,-0.0674458413299947,0.0693594750470538,0.0183957883301453,0.0135020995140977,0.25246686,0.3059153,0.23102976,0.34478176,0.414495,0.2808724,0.30721587,0.28377977,0.45223543,0.39083323,0.26710275,0.29369992
"Billie Eilish, Khalid-lovely with Khalid",<pad> love,117.45383522727272,0.0578412044707976,332,1365.8386446741172,0.2,0.3,0.14244041,-183.43585,132.68762,9.646624,20.313513,-0.5726114,-3.1873107,-1.7788321,-0.82003385,-7.842125,-2.162379,18.83051737218464,22.086395015044,24.00440830676585,43.67361773732163,0.191250439002124,-0.0220848213303611,0.1111540560269136,0.1348418374809484,0.0305398711818723,0.0048530265431833,0.26127502,0.20337585,0.238197,0.22015947,0.42489904,0.23896973,0.36647916,0.35735694,0.16977139,0.19934244,0.22655492,0.4016647
Billie Eilish-bad guy,<pad> anger,135.99917763157896,0.061657255394974,454,1555.2686087515006,0.2,0.3,0.14968447,-263.75748,105.22486,22.454294,32.53222,18.582973,13.135332,4.4863634,5.7093053,2.675136,5.078642,15.908593959354622,18.246291410423165,16.05627238746281,40.95812826471547,0.0377357429350026,0.0813450463886479,0.0746201558519995,0.008564279680157,0.0216271384167691,-0.0204500286173774,0.45350337,0.4384754,0.47617662,0.43016237,0.37770104,0.38463792,0.4204194,0.48963133,0.48346195,0.48629037,0.48503605,0.4346501
Billie Eilish-everything i wanted,<pad> sadness,60.09265988372093,0.0256807008737589,231,701.192712413265,0.0,0.6,0.21606266,-253.66278,131.79256,36.87533,28.176285,7.489158,11.083398,6.341974,2.7851927,6.0134306,1.7546743,16.900253169807787,19.439901156731437,22.663688469158437,39.74077773175433,0.0723685558349784,-0.0568673404964464,-0.0322438345898271,0.0099352588093775,-0.0005895848697855,-0.0207939255260954,0.31216446,0.3894465,0.37865767,0.3244177,0.3515033,0.3029862,0.29860973,0.2829554,0.40511525,0.4302304,0.31614137,0.34120438
Billie Eilish-Happier Than Ever,<pad> sadness,161.4990234375,0.0515645644772944,756,1320.3428897224671,0.1,0.5,0.21361227,-173.19685,116.160286,9.927781,28.168589,7.211826,6.4470243,1.3996813,-5.135416,-3.371078,-3.7486227,18.09463570293128,20.44207327625466,18.43193611489749,41.99565874802081,0.1485755787713393,0.0552399062981699,0.0233648551500602,0.1441324557917992,0.0033639087462567,0.0013954202309858,0.39823234,0.27596623,0.3052174,0.31624916,0.4096254,0.3113209,0.21951792,0.27614683,0.25387415,0.25091222,0.22927459,0.35499525
Billie Eilish-Lost Cause,<pad> joy,75.99954044117646,0.0425497485495378,256,1191.4700271248907,0.3,0.6,0.21808857,-204.32373,111.4301,11.762745,24.551926,-1.7066166,10.9254675,2.6227899,-3.1643605,5.3249283,5.8082757,17.505430352530173,18.9181112855164,19.80825296557577,39.20345791821593,-0.096531686858519,0.0250260365944845,-0.0465985246654108,-0.0462963077379778,-0.006948503225059,-0.0014429908785337,0.31538552,0.28755847,0.2445025,0.33020332,0.3683778,0.41314512,0.2958774,0.24865128,0.27163833,0.31875852,0.37505734,0.30509776
Billie Eilish-Therefore I Am,<pad> joy,95.703125,0.0569650081789763,405,1602.494612718104,0.0,0.7,0.14779435,-213.38576,97.33612,13.14018,18.435242,7.5362434,8.585167,4.7530303,2.169693,5.001472,3.1036985,13.566294677302254,15.62539929556357,16.287822091219684,38.52150968438059,0.0205258014687516,0.0087398226574644,-0.026752507471187,-0.0231667526684039,0.005836107375607,-0.0054932276972748,0.39167774,0.42108285,0.42511106,0.42586014,0.433361,0.46247754,0.44010326,0.45641226,0.46017903,0.49696082,0.4519275,0.40252215
Billie Eilish-What Was I Made For,<pad> joy,112.34714673913044,0.0509923629183783,428,1479.581122062133,0.1,0.4,0.10023341,-255.6021,104.35975,25.34225,21.879612,12.127475,6.2763844,5.7112074,-8.521603,1.3774042,3.7309031,18.64976027063045,21.447718599753085,19.17095929146452,37.6410122074375,0.1228705336970407,0.1493149232275137,-0.0560342781628941,0.1705298745636162,0.0043164991654734,-0.0454127350791876,0.27043006,0.13573872,0.15739962,0.22653005,0.4773135,0.41666943,0.25384986,0.30708155,0.19367895,0.1784824,0.15235256,0.24373567
Billie Eilish-Your Power,<pad> sadness,129.19921875,0.0343912702843119,509,1018.3574948329878,0.2,0.5,0.16322957,-235.04625,118.96655,20.258812,34.3212,13.300199,12.646568,8.839945,-3.34689,1.8247732,-1.379485,19.136973957103045,22.150317554345254,21.150739792716656,41.430322250527205,0.1132621075896036,0.0684281645782231,-0.0697810817707347,0.1174207230971948,-0.0092208752853962,-0.0138440783011708,0.40631223,0.26171404,0.26356366,0.25675166,0.39682502,0.32969293,0.24281055,0.28400478,0.25533456,0.28953272,0.27625126,0.3688224
"Bizarrap, Quevedo-Quevedo Bzrp Music Sessions Vol 52",<pad> joy,129.19921875,0.0679139566492087,425,1917.245913209428,0.3,0.6,0.32072186,-51.03884,106.422516,-15.143386,23.950632,11.233913,11.927312,1.045026,9.258956,1.6068212,-0.2635725,15.997803191261488,18.81309698866335,18.863114459478023,44.36657263381375,0.1256300098102327,-0.045122736403405,-0.0310273262662371,-0.0379206155540578,-0.0093809699813757,0.0018186215251908,0.41005862,0.5159303,0.50451434,0.42197105,0.4809725,0.37373734,0.42397875,0.38629287,0.41217664,0.5019278,0.44731978,0.4979815
"Black Eyed Peas, J Balvin-RITMO Bad Boys For Life",<pad> joy,103.359375,0.0830288372308834,379,2277.8504194072134,0.3,0.6,0.24871144,-86.037,80.148186,4.286882,18.998772,6.215927,14.998739,1.3679861,3.7929738,-7.0836244,6.3964686,16.49682961444957,20.82647090218233,19.77533327361559,40.91405380426938,-0.0293520579987292,0.0706895122540943,0.0170634145771558,0.0280895750616636,0.0173253431856093,0.0050762050132376,0.4586278,0.3786612,0.4133986,0.39213037,0.32093066,0.36724582,0.3816016,0.5121946,0.43030953,0.41695935,0.4145516,0.39709294
"Black Eyed Peas, Shakira-GIRL LIKE ME",<pad> joy,123.046875,0.0476440891063258,472,1616.0695142650964,0.2,0.6,0.2515715,-152.96683,102.31046,-0.4934963,18.521973,15.326639,14.168319,5.1975164,12.19529,6.413144,8.81189,16.832891289177116,19.693798345959703,18.952957841077332,43.402685775609015,0.0749723328203187,0.0293175393859277,-0.0011649740806511,0.0023044394035778,0.012415401442107,0.0100119332394159,0.41568854,0.43674368,0.4710571,0.508565,0.57069784,0.5027746,0.4981726,0.53123534,0.49290156,0.549267,0.47823668,0.45530328
"Bruno Mars, Anderson .Paak, Silk Sonic-Leave The Door Open",<pad> love,151.99908088235293,0.0995274547416814,591,2170.279615929947,0.1,0.2,0.07636229,-171.65785,94.70557,-11.247392,17.853615,-3.532526,5.9795036,-2.8353546,4.273622,0.36249423,5.752801,15.82206521118441,19.37626682623588,20.98464595307436,43.02852191427564,0.0136787070002395,0.0555132981456487,-0.0423684827649116,0.0480012154839991,-0.0058916181175253,-0.0089296681221006,0.3682528,0.27410927,0.30287573,0.30623654,0.35063466,0.3574141,0.30585825,0.38165408,0.36238676,0.33823258,0.32005242,0.33752063
"Bruno Mars, Anderson .Paak, Silk Sonic-Skate",<pad> joy,112.34714673913044,0.0904545616790405,372,2199.43387027322,0.2,0.4,0.17785266,-78.3027,93.20549,0.26554793,33.55782,0.26291278,5.985024,1.1666288,7.4220147,-1.4465252,5.297607,15.190467674255467,18.93059742740255,20.571592762238783,43.10738552355892,0.0726755833387843,0.0879338060178488,-0.019919051953577,0.0196521756706758,0.0220718890493138,0.0085215696202285,0.46887857,0.37656024,0.42615783,0.34827113,0.4111103,0.43869776,0.34211454,0.4366098,0.38344336,0.4862763,0.38556904,0.3263948
